uniref,md5
UniRef90_A0A1Y3AVH7,3d913ad1e1fd0d908e2916954cae6e4e
UniRef90_A0A5J4NX25,9f8b72ba4036c02ff4026d7f6388d8fb
UniRef90_A0A2R2Q2J3,9e7460457e4a650f4e19dee87c268b88
UniRef90_A0A085U309,90154c0076b7d9d90d2418224ad78212
UniRef90_A0A7X5MJK8,d0e672f39271b73cf3860dfa72df1884
UniRef90_A0A1Q4P0H2,25fed51f877688b79a033a280561dc00
UniRef90_A0A484WVD5,7ed557d387896a30d0bf9510c2b72fd6
UniRef90_A0A2X4V558,0a5d4192cb998fbf955e92ff6cc409ce
UniRef90_Q6MJ45,c7b286c0f8c35a4d74ca5f409fc888b0
UniRef90_A0A1Z3N604,c2f329923c3c31ed77bbac23e520fd6c
UniRef90_W0L4I5,3a5e7294d64461e039436c01ee9afe2f
UniRef90_A0A5Y2S7I8,5879779611e8898cf9595b7b5c9b68d7
UniRef90_A0A3M9Z0S9,43717922657ef3a1ddc5ce797bb7639d
UniRef90_A0A0M5J4F0,2affb2a4a87b4f7849b4aba5bbf07653
UniRef90_A0A444V468,88ef0d551fbe37aec9f67fac372575d0
UniRef90_A0A3Q3KCR4,dacdb272daace957d1da14b56ef9b7c3
UniRef90_A0A0P7V2X5,67f30299f213743ce03eb76a64669ee3
UniRef90_A0A7K6I443,4a6f4bcbce614a4db2ba7226dc1b8e3e
UniRef90_UPI00055F8569,9f7c7401002aee8fca79e62d08abc3b1
UniRef90_UPI000699DBDC,8b6989cae8e58c3fa22606dafa7d05ab
UniRef90_UPI000ABCBA53,9302c5222bdce4fa94cda52f0d20c353
UniRef90_UPI00109FAACD,9f3bf0ebec271b808943c00573c728d1
UniRef90_UPI0011C37569,efab6915a922618a5ad47ad32cbdeb03
UniRef90_UPI0014035DF6,d97f2d01f88cad520c7a699c5fef3116
UniRef90_UPI0018650477,e15f34d365f1a036aee490f0207dd41e
UniRef90_UPI0018D747B4,58a03ebe339a5de9c849bb6128bb0115
UniRef90_UPI00192CFE26,ddcbb70912df9e8681f782108ef9dc74
UniRef90_D1YWS6,3717fadb1b56eaa51b4f98760b443395
UniRef90_G1P281,e3d2755ec37ed7dfd6b20e7572b5630c
UniRef90_G1SMP4,40ee4ec9c02ba8ed4ed2a156a8511c71
UniRef90_A0A671DK57,95bfce539182ec3dd9295ea61589d494
UniRef90_A0A7U2WRF2,89462de41e227b739bbc1d37481be97f
UniRef90_A0A744IHV3,5bb213802e262b56cb723698832b588a
UniRef90_F2RAQ9,52f9afb3c7775448929804828cc5ec34
UniRef90_A0A1Y2SB18,9fe276ad83b93dcbce36c109d86a6860
UniRef90_A0A4Y1WRD5,5208bdc2f19cd261c0d3804778850c76
UniRef90_A0A1H4FYI1,b0cfe03ea9b5e93cdf517aaa4330e8af
UniRef90_I3NGE9,2e60947e6c37793c4316cf5d471db948
UniRef90_A0A1S3GTD8,45998cd84a8c95932da903e777869416
UniRef90_UPI00032B1987,09a758cea365fc0c4d1dd3756d851a63
UniRef90_A0A091MGR5,fdba15da952cb660f089bf29f7afec69
UniRef90_UPI00051B27B2,0c41d0852da5b6fddc689f229a0f7796
UniRef90_A0A2S8QP34,84c3167fe728eb448eace4f506148126
UniRef90_UPI0015B34720,fb73f92512e05fc57c721e281bc1233f
UniRef90_UPI0018E7B46C,ec514d9a2884adf497ff5fcadd4321a4
UniRef90_A0A3P8V613,058c49c6eebedcc8c53a69fa8500de68
UniRef90_A0A133VMQ5,337074ca1e337333847b3b9a15bec7b4
UniRef90_A0A7X5KAC0,7b7d2e5fb02f9882911ee819795d3c88
UniRef90_A0A328VQL0,f4816a11558f3290a9895159706278bb
UniRef90_A0A7L0MX04,4ccb90d414c95489807c93c4358f087c
UniRef90_A0A7L3LNI6,dff405a0a27bfb232df45252708095a2
UniRef90_A0A7K8EC89,de7696f0e3322ee5f35844a350e46ad4
UniRef90_A0A6J2WHS6,d8211df72ebffb68aab2fdc704355118
UniRef90_W5NMN1,7e3baedcae7975a749ec16be9f741aaf
UniRef90_UPI00020F6377,9d26189f6a9a390d3be5e069e6b669cc
UniRef90_UPI00099DBADB,6c0462976110077491ce9aadc294f0aa
UniRef90_UPI0015AABA81,2a306c408b54dc8471e56102ed004682
UniRef90_UPI0018E657B0,909369312131ce5ccd438c9537d32070
UniRef90_UPI0018F52CC7,cb5ad082362fd5caf7a597439ef7ac20
UniRef90_C7DHG0,0c702ce58eccacaad0ea3aecc4917a22
UniRef90_A0A0N7CA61,0277f827a8146f8e7444844ff43db8dd
UniRef90_A0A6P0PCT9,e4d1fc32e3de23301d76a05060a1378a
UniRef90_A0A6J4S928,eca336b5dfedef87ad584f7d0767b1cc
UniRef90_A0A358C2C8,e3282c96f59b81068a95072e114094f0
UniRef90_A0A2A4WWQ8,1902796c1c2c9093e475f06585876020
UniRef90_A0A1F9XRV0,2cd8ed8987a608773d64fa1666b3ca2d
UniRef90_A0A3Q2ZGP8,3b82232bc7ec6a4b4c5ffb7e71d6c9ac
UniRef90_UPI000614514D,113cdb4d4be698aef78f6e8682fd0fff
UniRef90_UPI0018656591,99ad7ff56674d50154b2ea19864a6bd5
UniRef90_UPI0019193395,c4e1ae2f8321401f8866b7760f021e6b
UniRef90_A0A6P6CWA7,15df1b8f39434f65143329ffbc19e13e
UniRef90_A0A3Q7UFT9,a2f795c1be32c50dc0f20c494628d1dd
UniRef90_A0A1V0DXD5,f2d377e5bd306d9ca390d950953b0034
UniRef90_B9FM82,c9a06699a16eeada73946c5c2636bb0e
UniRef90_F4XIX3,f24c4310cb375d47f0296b383e79b653
UniRef90_A0A519PZ51,cbbbadc3c145983efcd8643643e16a97
UniRef90_A0A2V8SDL0,f0d60bc69d3aa4e3875a05c1192fb42b
UniRef90_S5Z133,365679b127186ce219cf7d334b51180d
UniRef90_A0A6I9YLH6,57c657867db618a2daabaf7dc24babb1
UniRef90_W5UGN7,7d8e7e42657270914b64ed8252a1e6c6
UniRef90_UPI000333263F,fd5d4c109cf66e60f93412fafa0c7fd9
UniRef90_UPI00053CB56C,3a90a9a81fdc83c3bfd186358b0e1932
UniRef90_UPI000A26E1FD,4c417c1530f9ff0e5219eea08b5b945b
UniRef90_UPI000B4D2A8C,2391688d648b8cbfe8bf22c8faefff44
UniRef90_UPI000FFB8CC7,86bf66d77208986015c03ef84d9fd182
UniRef90_UPI0010A0B091,94419f235306c13e3259a89e214d4e2b
UniRef90_UPI00131A2DED,d4db7181ac2ea7ba175347b5611bab01
UniRef90_UPI0015A9B1B7,626383ad91437cc4414f05229554954b
UniRef90_A0A5J4XNR9,9676715b287cde92f814292ce0135011
UniRef90_A0A5Y2MZG7,2031cfe8acfaa5630523f03a3c0232fb
UniRef90_A0A6J4TNW0,9f06297a1b7404ff6f5dc8fde7415144
UniRef90_A0A6P0ZW95,9c27e9f7efc2a48d9a1c0a8f1e742ed8
UniRef90_Q804Q4,d261f136cfb1eb75a1a3acd58f2cf92e
UniRef90_A0A401S0J8,8c3f767fcc4dbb8a9f8b5d18796c50b9
UniRef90_A0A673BXZ2,c944540812e73ccc4feab49904665677
UniRef90_A0A6I9NBE6,c032ccb29081a4d8a9e31dc3aba07a70
UniRef90_A0A6P3W4G2,683d63f601cc521136feb85109a9014d
UniRef90_UPI0005237060,2b1e57ee6a01a789261c0d30cf01ad05
UniRef90_UPI0018820B3E,68b91df391f47eb975a0ea6d1d991d5a
UniRef90_UPI00190249C5,6f019b0b6fde49dc6f87f30fe67219b7
UniRef90_UPI0019154B19,772f8cdaed5346a30a364ed811dfdad2
UniRef90_A0A1X7UT88,c41724bb4cdf2def39c832f7d258125b
UniRef90_A0A0B8YDZ4,c968af537bc4021f50abb33000765c2e
UniRef90_A0A1E7IZD6,abc79b8c82ac0fe9f505aebe5b038609
UniRef90_A0A5J5CSB4,0aa76d23c55adfd940ef3aa561a91924
UniRef90_A0A060YF05,4a73df2b0cc7252c484d7249c71e16fd
UniRef90_A0A6J2VS86,392d7c5c4a11482be1d9185b65a78ff6
UniRef90_A0A3Q2YSU3,5f1a7913fd406c88b4b2a1d397e2ac95
UniRef90_A0A553PXA8,ec72ed4a6379ab1b43a53d81b199df3a
UniRef90_UPI000DFC170A,8d54b59f6a90726e1d836dbcf7392039
UniRef90_UPI000E6AF3D9,6d03b4989cc0454bceb682493425a4d7
UniRef90_A0A4W4FQV9,3cd7aa0b9b1563f497335cd6d4760708
UniRef90_A0A6J2LWI1,640899c9bdb79f17e25bfae42c9dbe3c
UniRef90_A0A8A5LMM0,5c6d89bea1832305c0eda635c1397b7e
UniRef90_A0A832HGB0,82d5507aa93d1b52c18f8075ae5f6dad
UniRef90_A0A2T5S7B3,6e0e0c6c1618e27f7c453bf0fadd7602
UniRef90_E5C614,0b7f2aa68d26547f970c5694415cb335
UniRef90_A0A6M0GEC0,3b2962e4c7fdd70eadb9c107844e5c34
UniRef90_A0A3B5MME8,1dab290fa1cc2ca5ed43ab4e9222e2a0
UniRef90_A0A7N8YA05,0eb396c2ee31c8c23a3087d67b2b8ad0
UniRef90_A0A6P9BIE4,00001f64fd7ecd4945e8a4b9afcf3038
UniRef90_A0A4W4EH86,966ec25b96b9bc3b7a42b81e3c9d5f4d
UniRef90_UPI00040028B2,d91c5967d539d110e0ea5b7cbeb7253a
UniRef90_A0A0P7UY06,812872ddcaafcd1e3139e5293ef3bff3
UniRef90_I7J3W0,36b3ccd08b25964cff7ae07552b57b4f
UniRef90_A0A1K1SRD7,42b3dcc831305c64a09d0dd164d6029a
UniRef90_A0A6I0DX63,4ff623c30560063425ff2003e051b4b9
UniRef90_A0A4U3MJI2,06b44da042180bb649bf9215044665d2
UniRef90_A0A444V0K5,2c7bc0ea392357f0e961e66f30bae6e8
UniRef90_A0A5A9NLL8,361f916be2619c129e31557b529fd428
UniRef90_A0A3Q3VVP4,18c9a6e9764767f92a4bae0a5e2bb797
UniRef90_A0A4Z2C2K2,55b27d81a6252ba23e7aceac63d0488d
UniRef90_H3BD30,0588a934ab64d0b5335b420e3b0461ee
UniRef90_A0A6P7NMM5,8a630a6d63a14a166d3398e1ebc854a1
UniRef90_A0A5C6P6L6,cdbaad7f815437b26e44f02e8114f17c
UniRef90_UPI0013AEC3E2,ba0db201834f9253e5c2e126c28422d7
UniRef90_A0A080M175,8fe9a3fdad4a3e04f216d4e69f5473f1
UniRef90_A0A660LC19,c4ffab246ccf4ed5080b8de8fbb990d1
UniRef90_A0A369XPT4,d5bbc1f96bee760965fa2912919a37bb
UniRef90_A0A0N7YML7,e098905921df7471d17801b04fef0dd7
UniRef90_A0A3B9YGL5,666ad0632b77dca7579e1358ad0929f1
UniRef90_A0A1C0TZG4,04176ad98a73dfd4c10dfb53d685d32d
UniRef90_A0A556TKX8,3e4cbe9bf30dbf38190c675820ae1d3f
UniRef90_A0A4W4HFX5,0a32efef8c8ef9a1d8a394824c950375
UniRef90_UPI0002F672D8,3a6471ef09eb31a41a75f721abdcb1cf
UniRef90_UPI0003F0EFBE,4ece1b6d25215b4544cf397e01fe4089
UniRef90_UPI000D5327B8,b13812bc4a20692c983f8dfda1278ee3
UniRef90_UPI001056734D,2adb1a776804461b22dce8defae7cec2
UniRef90_UPI0010FAC9CF,25a12f55d310b97eeb25ed9707d0a657
UniRef90_UPI0013D23AF9,95774ca2d69278c1ab315b2f6300442b
UniRef90_UPI001471F1A1,80b6c8d35714ca66571b280b71f18091
UniRef90_UPI001485FC69,c381ac6644f97dc29b363e26f6c6848b
UniRef90_UPI001648B44D,0b23cbd3c84eb4a662c6843d382d0556
UniRef90_UPI0018E4CCDC,66976aaf814299a0c9d201d12921e143
UniRef90_UPI001A998045,e546c5c98b46c9d3ea532fdf3a7d7ded
UniRef90_G3VG94,f8596ce565b9e2c40eacc682a2d13429
UniRef90_A0A483AET2,aac102dd2f545be970b83e08f1a4dd92
UniRef90_A0A241ZF04,25ab19dd0317cc6959e9c2a2d9689192
UniRef90_A0A5Z5RRP3,58f2caf8591a90dc28a9028b2f003205
UniRef90_A0A7Z0FFQ3,ee91430126ce1eaa46703f69768c4bbd
UniRef90_A0A2D5DJS6,d907d033112ade747045bb5a74d55e30
UniRef90_A0A2I4B186,bbbc06349e05b71c01c1110aae8c9528
UniRef90_A0A6P8EP94,ce7520391024ac37b2551a1d4b4415c0
UniRef90_UPI000497F04E,32ced81b9fbe23a499bc8e051bd1ab81
UniRef90_Q3L1G4,ef974c429af409626a55fafcaf49ea74
UniRef90_UPI00092F2A5D,96cf932a7d802e0fd5e47a830122a3b5
UniRef90_UPI00094E2EC5,337235ea3eecb294168418a95d4caf97
UniRef90_A0A3B3SU67,fc110dcb87d78df24a7558afc4a9bc29
UniRef90_A0A4X2L448,8091bbd7674f39a2dd954aa9568c8394
UniRef90_UPI001056AFD9,54250bbc0908bfab30f476d08d73356b
UniRef90_UPI0012ED6808,9ca6e3c8ef8ae96ce6aff1886a30051d
UniRef90_UPI00148634E6,3121b1299b7bc954a6f16f3f9f7d7a99
UniRef90_UPI00157D1864,83d7d6d2bfd555c47157fbe5dff5b4d1
UniRef90_UPI001896FBD4,b1838715782d3752a0ad4d3ce2ac78bc
UniRef90_Q0W8X8,ca9f6108a99944dc22fb7c2b8cbcf716
UniRef90_A0A7S3LVL5,e6150be74601cd914b1dd6c10298809d
UniRef90_A0A743VBS4,314940e5d3b7f0aaf71f7428aff4c9a7
UniRef90_A0A1C5ELY0,ab56a014bebf45ce1865da538c17c7cf
UniRef90_S4TN42,2c7cc02eec9438a4c8df30bb29f55c04
UniRef90_Q561T3,5449083f9f5e565eeb6e6f6019c95348
UniRef90_A0A7L1CWX2,1520813a0570f085e5ea4f2a3fd4f6f0
UniRef90_A0A4W5P3H6,ded8154b37d9d9fce888827b169e46c5
UniRef90_A0A3B3RTQ0,125674ed819abbbba8460cc7f8ff37ce
UniRef90_A0A667WTC7,7ded4877e35c7d9b76cb6508e7baa9a2
UniRef90_A0A3S5F9E9,99d09e96372cf1c8a98b340e857c6212
UniRef90_UPI00099C64C2,94e5da569e06f5eb42c7428f405bc5d9
UniRef90_UPI0010A4FD5F,896831217a83b877b442ee59946dd611
UniRef90_UPI00147267B4,659003df312c9858ee5e95e4312a6e27
UniRef90_UPI001930918E,e0bf40c63767ea00a48b9a04dec2f903
UniRef90_A0A6G1B4T2,bbbd0fd97911ef3ce3ae9d8b9c9b6563
UniRef90_A0A6P0M769,be3cb574c3dfcebac78ed21a2680fe1e
UniRef90_A0A3D0CT76,c5d2f4634be56af2e79e995845e145af
UniRef90_F1RCH8,efb1864dc34380f1c226e15386846f8a
UniRef90_UPI0005508CF0,4eb293f55f50e80a34fe8d79ae1f894f
UniRef90_UPI0007563088,992b340814020a813a87162cc35d43e3
UniRef90_UPI0011270BB7,51670dcd73d3932a4bc52eb464b8d435
UniRef90_A0A433PZJ2,cfb04623d4f76fd382e1d913d999a07f
UniRef90_A0A564ZBP4,5d8d2ed8e5811acf0a3beea5aa9df538
UniRef90_A0A4Y7S2D4,952ceaad4c0f760015c16291cfe24b97
UniRef90_A0A7C2JEW7,40d67264eb917b980b20bc8bdb62eb75
UniRef90_Q3L1G3,df00db626313f3633b64492a3a8bf023
UniRef90_A0A315VVA2,80ad65b4b0837938e0be9d2b0141531a
UniRef90_A0A671M7L3,b81801a49244589994ca28f7e8c65aba
UniRef90_A0A5N5NX23,c7dd3d6d81b8574e75ee794a42d9c302
UniRef90_A0A6G0HID4,a93ad850e2daf3347acad054fa814894
UniRef90_UPI000643820E,182eb22d9ec322b8b6708fc901a680d0
UniRef90_UPI0010702A6A,83a8423eac97a787ca2299cfb335ce2f
UniRef90_A0A0P7T8R8,2d24439656fd322669dee03fc918ea84
UniRef90_UPI00166672DF,c642156546a2b43c72e25cccab1a50d8
UniRef90_UPI0013DFE270,a832a8b95087b4859f29d9c497287b53
UniRef90_UPI00188E50C7,4f56423a6970c0e0af3ce127575c398d
UniRef90_A0A842SHK3,e8fc8cc36cf6d714ccdcc96f6fbb1888
UniRef90_A0A485AKN4,d62f6fc58b35714d8064726dbbe6eb13
UniRef90_A0A1Q4Y0V5,2b64328d09b924033d6871b05738ab92
UniRef90_A0A673I2A6,3c74160817145242aedd1e108fd0a3d2
UniRef90_A0A401P9I6,3fceb1270b5c21eaa4461abb2e358701
UniRef90_H3B5A4,8c05112c1b9eef10b55ca0777fee525e
UniRef90_UPI000184FB2C,b2b4f314b96bb63b8a2aa9de4d6af55d
UniRef90_UPI00038EFFA3,16ec4616c185d83addcc4c1591bdb11a
UniRef90_A0A0C5VF20,ea7559a608d4b020ebe7a573a14a28d9
UniRef90_UPI000E1B779E,eace30038258c2928756c52d7e97c09c
UniRef90_UPI00109262C3,6998eb9fb99da5d8d02455a1fee0a0ed
UniRef90_UPI0010A0026C,874b3157cc5c1d7d686d6a7efa6483fa
UniRef90_A0A830CHB2,da6897c62ba88e78d9eaecbc0989de60
UniRef90_A0A4Z1DLB8,0a4c70d6b2e8ebf02cb365a59012b50d
UniRef90_A0A1D8U1M7,e92afa0ae0b28b6ac397d104a606c1b9
UniRef90_A0A1W9WHZ1,5ee3af20399844a6b3a0e2c39f92f2df
UniRef90_A0A1I1T6N8,343bd615a7dcea0d238ee31bb63e4c3d
UniRef90_A0A7Y4U4T5,db0428df93a9832e0180bd291db24bb1
UniRef90_UPI00081A86D9,43b9889103cc0e846165e8fbfe893d4d
UniRef90_UPI000A4B85A1,211c600a034cc06af4d8c794ea1f0a8a
UniRef90_UPI00156FE578,b44386157206cddbb12067cfa865b86e
UniRef90_A0A1K2ESZ4,230b9c34459b4e4be7520197d50157c8
UniRef90_UPI00186B115A,28f94181e3cba4aea736f54fea114aa2
UniRef90_A0A5N5XH44,f832b2e3471e754793f3d56f901c2a59
UniRef90_A0A5F4W5Z2,bd7e01bc8799a05ff7e48a52c5b64ab4
UniRef90_A0A4X2K0U3,2dd77e7d7264e9640735f2cbc9f3e1c6
UniRef90_O80267,18544642b3ba55db3e716dff073e7e1a
UniRef90_A0A7J8YDJ8,20f2ed96d500576471c448841fd04099
UniRef90_A0A239C6Y5,1f9cd671f903d386474d7b2d818e9c9b
UniRef90_A0A2I4C3C0,7a6d95a894f4f421d57d7e5c561424e6
UniRef90_A0A3Q4HLW1,9f7a8fd6552c0a5092b47680b79936e2
UniRef90_C9W718,83988dc25491b3ea14d90e425b1b5508
UniRef90_UPI000AAE61CF,58548824c4989f32fb6b438ee33ad0a0
UniRef90_UPI00192A2A07,d82694f233602c20b478bf9a2144c5d1
UniRef90_A0A1U7LJU9,e554da50531b1f8726e479bfd4bd5a82
UniRef90_A0A1S3JE24,3ebae8795b1f3af24bece390a5aca83b
UniRef90_A0A7N4PKQ0,8cab0d572d364f2b085baebdcf513027
UniRef90_A0A1I6JMJ1,d2340c9a4a3137e55f1afbf214b891c0
UniRef90_A0A1F8N4P5,a0e42f9e9cf84f9a34c7c74c152334b3
UniRef90_A0A660P7E3,9fe542828fb963cca518e4a1104dc4ec
UniRef90_A0A2T0U9Z3,bf4c4bfc9324f6d9d0dd60d050e3ec3e
UniRef90_A0A6P2EVF8,b19a8069094eb976af3b24588cb8c5e4
UniRef90_A0A2N6SQC4,24ef61d6109beea14540b02ee1e4f01e
UniRef90_UPI0003BAC89C,61113175be1769f86fea553bc67b2cdf
UniRef90_UPI000530ABC4,3f8ebf6aa610f11a45bfd17fe868b9c7
UniRef90_UPI000B771051,d58f570c59ff26715824c14762f9e6cf
UniRef90_UPI000D52F313,829b9f31c1fa83fbbd28a6b461ca3561
UniRef90_UPI0011292872,a710cfead260d6bdae8f1ab56ec8c18c
UniRef90_UPI0013602216,140373e99a137a980d5c5039b194bc8d
UniRef90_UPI00191006A8,f6c1747037c2020f22e89a9673b2d9ae
UniRef90_A0A7V5TM56,9007bf8141c083fdc75acabefef3d8c7
UniRef90_A0A3Q2XQY0,c1ec04b3db896ec6c006aa0296422c31
UniRef90_A0A0Q8ELF2,21bf99c8b1cd8f8507c12a51ae50e1be
UniRef90_UPI000490E6E7,7a26b87e394c949df9e78de0bb5e0fa3
UniRef90_UPI00085444AA,105caee1e2a48c38062d3df08cefd9dd
UniRef90_A0A3B3STC1,7ae9da7671f71fe76ff90452e312a474
UniRef90_UPI000EAB038A,ab418cfdc63eebd0c7ab24fd3b40b8d2
UniRef90_UPI0014220CA6,3428026498dc7d3c9b3b77b9555e8264
UniRef90_UPI00165911B9,15b6f2ff09c5653eb3144a499dc4aa30
UniRef90_UPI0019D04DC7,233b68c54e7dff8ef5886ad4a3333171
UniRef90_A0A671E294,63bdbb7731d02103e11939463f036da0
UniRef90_A0A754EC70,ac4a10d9630f51cb2027feea9426c66e
UniRef90_T0HXR8,1b41f1600ccb923ba4e7ff01cb575e68
UniRef90_A0A6C7DWE9,f7bcff6a8491c7c8ad4ad54f99979b0c
UniRef90_L0A2D0,4b7669ff9413e33e8bdd4a2208122881
UniRef90_A0A3B3QTT3,7d62221c0ca1d331fa588f1efa330b4a
UniRef90_A0A6P6QR51,5dac5b7bf272a9837628f054a3e208a2
UniRef90_A0A093QII6,934593f382cde124363301f46f6badc8
UniRef90_UPI0006907561,0dbc95c2d45ca242df1101ecff570810
UniRef90_UPI0009071E7A,7933cf659f217861408d413cf5d1693c
UniRef90_A0A6A5ED55,1deefd752d9dddf67201b8b6fc194126
UniRef90_UPI0010F517AC,6d61cbfb76b19bd2e9bcf5013d45f747
UniRef90_UPI00114CAEA8,d43bc9d2f449ed1eef0394e28d1f0247
UniRef90_UPI0018F52402,ddd20a637450b57ea7f2541596e0e860
UniRef90_UPI001930AD71,468a61069a39de1fa6f92bf29fda5684
UniRef90_A0A256KIT2,685e4504a6080e387a3011b52cb0d376
UniRef90_A0A6J8D0P0,ff85bea4b8120a9648cbae93c0b54794
UniRef90_A0A453QX08,4e25e8ebc0b93cb21668fc67358ea80f
UniRef90_A0A4Q6BVA3,6eb542bce4be7291f04967bf46c61ec8
UniRef90_A0A1B1FNE0,cff6bcc5250f16fd6172393ba25e9f65
UniRef90_A0A6I4IQK9,dac5f9b9acc8c423dbd5779680272193
UniRef90_A0A1A6HIU6,4fc2da0b3026674a185d47571438d35b
UniRef90_A0A023PLD8,c2fdf774a4a049218b9e1ed95a9bc308
UniRef90_UPI000625EE6C,ee4140c2c3dfc47d2978992411d7a019
UniRef90_UPI0013871A7A,fcc7d375adc94160b78d47f7e5b86862
UniRef90_A0A1Q8U917,e68feb7e087b5e2061a7489ddcd4fdba
UniRef90_UPI001603EF41,c8c7d31299357804b021eccdc2fb3784
UniRef90_UPI0016885E7A,27176141af83ac1f28d02874dfb64cfe
UniRef90_UPI00188FB771,14b1388edb78b94afe9d0147102e2bb4
UniRef90_UPI0018ECCF44,f36f91c96802fe0c80aee49225ba2019
UniRef90_A0A7V3SCT8,c2fb3e1dbf085ae0e86dab1fd2344d69
UniRef90_A0A7C3GA67,288cc69769cbf9048fe5f8a3a73f673c
UniRef90_A0A7T4UIU5,af6ed0da2bfe28e3e0d6b50ac505e4f3
UniRef90_A0A179DKI5,98e0230dace6c42b6fe8f523af32deb2
UniRef90_A0A1H7PQX3,583a063852302403b776354b18fefbb5
UniRef90_A0A382LZJ3,d14d77823cf20c16c7a1c3856f63ab83
UniRef90_A0A663MMT3,42a2a1d0bd7ffb22dc73dc1241fc2ebd
UniRef90_UPI0005207C10,1bae790dd859343154f463a7edf364a4
UniRef90_A0A6P6PRP8,2339d97b5bce5c43e678abde9f93ab21
UniRef90_UPI001403C34D,9d06dbdff60287857d86de3c8b3dc8a4
UniRef90_UPI0019090E46,393019adb4582b6174be5b29254adf27
UniRef90_R6C641,87bf491d0a8e60b4bc5e833475844e38
UniRef90_A0A1F8LLG4,1f633c325cc3f6fad578ecf0a59a875f
UniRef90_A0A7V2VN97,4259379bc1ae8cf4cba744ac0a0d150d
UniRef90_A0A0U3LG61,499db57ac5f98966958376e97ddc4701
UniRef90_A0A497BTM6,03b11cdcdb8c41d5fbd742db783d59dc
UniRef90_A0A673AGB7,83c4b56d6fe66b07cbaffeb7504fd63b
UniRef90_A0A087YQ09,bf859b497428e074089bc2f3f130493f
UniRef90_UPI0003ACB375,f2a35c3f88bdd85818459050feecc439
UniRef90_P08233,ed08d58f5ddafcf3f9e6b56e287a2a88
UniRef90_UPI00111C3E3A,7825306216ae9456f1b16a43549ac7e0
UniRef90_UPI00115E7886,df7a2bed5751ba06a6f0c616c789b81f
UniRef90_UPI0011B4A4D4,53254d7e6bc837f665cc3a6d9c28e977
UniRef90_A0A6J3BKD3,aa4a9444203e0be0298f9c6d8b617db4
UniRef90_A0A6S4Y3J4,84a3933b1c8b696b670580f776e12d8c
UniRef90_UPI00178C80EF,e2d6ed21d199a3fda4fc7f4193aa59c0
UniRef90_UPI00188955EE,50afbab039fbb17cef43f77cb03e1e2b
UniRef90_UPI001A969CEE,502391c591d788dfd86ffce0b006ede5
UniRef90_A0A6P4TK15,66e3ba11ef5da92657ca4596959bb769
UniRef90_A0A7J8H239,b475f54837b27d429fb736c956436b50
UniRef90_A0A447JDY2,f438400f625bffd2c37a3a89a8e9f23f
UniRef90_A0A839GPK1,0c82a9920f3c1cd9fe34b3f2a640f9a5
UniRef90_A0A7W9QCR1,cbbf08afa64c4d211e1409e013ceb567
UniRef90_A0A1F8QRY4,d75b0429ffd4a6a166f08c5ae3ec075e
UniRef90_A0A514WTJ0,d736a31b1824586c376ab85b41c2d6b3
UniRef90_A0A364RCC9,7f7d858316f673f732a20c17c3ae98a1
UniRef90_A0A3N5WNE4,9aecac35ece92b4cb481181b22e1c6c6
UniRef90_A0A821Q2D2,a992f14b8857f4bb83e2fd0a2f89377c
UniRef90_W5NNF8,e67bf2adbf97d0979538ec3f455b3bcd
UniRef90_A0A6P8GQN0,7851565b82d0c509ccfb6dcbb2217542
UniRef90_I3MEE7,f06ed420e1a1aecd3f4981b88454a043
UniRef90_UPI000B3DF643,3813732b48a04434446fbf1739c3704b
UniRef90_UPI0011C48270,c997f87639a6cd3f777799f92545a57b
UniRef90_UPI0015E14DFA,bd84e3e7411d280e19017dea83dcbd54
UniRef90_A0A060HHR8,ddcea5deb94af55d79a20f948486b3da
UniRef90_A0A1H2U8M3,c46b3170e9f99bf5c767f30f3d23b98c
UniRef90_A0A563U161,f9f877b85a337419ebf644e5fd2f2262
UniRef90_A0A536PLJ0,5ce503562a66f6522134e1b32c5567d5
UniRef90_H0YZ98,0b8b30c0315f6634ba6e59fa953e881c
UniRef90_UPI000E1F0276,8fcaa986a69182b8eb3615348159b912
UniRef90_UPI000EF751F1,d6835c743165c1b23c01e30ae72fe423
UniRef90_UPI00146BBF69,927244a149800b5fc0ea84f569290dc9
UniRef90_UPI00189E893F,b607ee3ab94d3a777d9a79c1f19b94b9
UniRef90_A0A0K1LMY3,510cb4bc2dec8f7bc18404c281edcd37
UniRef90_A0A482N3Q1,231904f948771d0422c957284a949f67
UniRef90_Q9G0B4,6047f2d4dc338468e555f274d77902d6
UniRef90_A0A7J7HPJ9,6c9a1c1d9a0a251f8944749646bbe144
UniRef90_A0A5M8QBS1,42f064fafcbee10b179128dbca0af53b
UniRef90_A0A514WZ44,57e4d69746d316b6ffef75d23609a159
UniRef90_A0A7K1XTU0,6516c6b1461d2b9074cfa3c73f6a8aa4
UniRef90_A0A317JAH0,7d103776d7c04e2c392b7c09a0368d61
UniRef90_A0A3Q2Z9R7,ed35cfb14dce6c3d92d10ec4049b9902
UniRef90_H3AAZ5,fd87ea2c34cfaed352e789b1959e7e39
UniRef90_A0A384CY61,bfb20f4af558fc8a8e1e9f0226425e61
UniRef90_A0A4W6EPQ6,68cc8c9bcfbba146f7c30727b9dc0d99
UniRef90_UPI00093B558B,0bf17612332e5e60a44fc08450f1be66
UniRef90_UPI0009DEA411,76097f2c74b47e3337ba7cdf405b7d61
